	TCGA-91-6828-01A	TCGA-86-6562-01A	TCGA-55-8094-01A	TCGA-67-3771-01A	TCGA-49-AARN-01A
ENSG00000285635.1	0	0	0	0	0
ENSG00000285636.2	4	0	6	1	0
ENSG00000285637.2	7	3	0	4	2
ENSG00000285638.1	0	0	0	0	0
ENSG00000285639.1	2	0	0	0	0
ENSG00000285640.1	0	0	0	0	0
ENSG00000285641.1	0	0	0	0	0
ENSG00000285642.1	0	0	0	1	0
ENSG00000285643.1	0	0	0	0	0
ENSG00000285644.1	4	0	3	0	13
ENSG00000285645.1	0	0	0	0	0
ENSG00000285646.2	5	9	14	17	12
ENSG00000285647.1	0	1	0	0	1
ENSG00000285648.1	0	0	0	1	0
ENSG00000285649.1	0	0	6	1	2
ENSG00000285650.1	3	3	7	5	2
ENSG00000285651.1	7	5	2	11	7
ENSG00000285652.1	0	0	0	0	0
ENSG00000285653.1	7	1	1	9	2
ENSG00000285654.1	0	0	0	0	0
ENSG00000285655.1	0	0	0	0	0
ENSG00000285656.1	0	0	2	0	0
ENSG00000285657.1	0	0	0	0	0
ENSG00000285658.1	1	3	3	1	1
ENSG00000285659.1	0	0	0	0	0
ENSG00000285660.1	0	0	0	0	0
ENSG00000285661.1	0	0	0	7	0
ENSG00000285662.2	0	0	0	0	1
ENSG00000285663.1	0	2	0	0	0
ENSG00000285664.2	5	14	15	9	5
ENSG00000285665.1	7	16	8	7	12
ENSG00000285666.1	0	0	0	0	1
ENSG00000285667.1	6	6	9	31	10
ENSG00000285668.1	6	5	2	17	2
ENSG00000285669.1	24	32	36	38	28
ENSG00000285670.1	0	0	0	0	0
ENSG00000285671.1	0	0	0	0	0
ENSG00000285672.1	0	2	10	3	0
ENSG00000285673.1	0	0	0	33	0
ENSG00000285674.1	0	0	0	0	0
ENSG00000285675.1	0	0	0	1	0
ENSG00000285676.1	10	7	5	22	5
ENSG00000285677.2	4	3	8	4	5
ENSG00000285679.2	13	8	21	20	14
ENSG00000285680.2	0	0	0	0	0
ENSG00000285681.2	0	0	0	0	0
ENSG00000285683.2	6	1	0	0	2
ENSG00000285684.1	3	0	2	2	4
ENSG00000285685.1	0	0	0	0	1
ENSG00000285686.1	0	0	0	0	1
ENSG00000285687.1	0	0	0	0	0
ENSG00000285688.1	0	0	0	3	1
ENSG00000285689.1	0	0	0	0	0
ENSG00000285690.1	0	0	0	0	0
ENSG00000285691.2	0	0	0	0	0
ENSG00000285692.1	5	0	2	3	5
ENSG00000285693.1	10	9	38	35	46
ENSG00000285694.1	0	0	3	0	0
ENSG00000285695.1	0	0	0	0	0
ENSG00000285696.1	3	4	0	11	12
ENSG00000285697.1	1	10	4	13	6
ENSG00000285698.1	1	0	0	0	0
ENSG00000285699.1	2	0	0	0	0
ENSG00000285700.1	0	0	0	0	0
ENSG00000285701.1	6	1	3	1	6
ENSG00000285702.1	0	0	0	0	0
ENSG00000285703.1	0	0	0	0	0
ENSG00000285704.1	1	2	6	2	3
ENSG00000285705.1	0	0	0	9	0
ENSG00000285706.1	1	1	2	4	0
ENSG00000285707.1	0	1	2	0	0
ENSG00000285708.1	0	0	0	0	0
ENSG00000285709.1	0	0	6	1	1
ENSG00000285710.1	0	0	5	1	0
ENSG00000285711.1	0	0	64	1	0
ENSG00000285712.1	2	10	56	101	54
ENSG00000285713.1	0	0	0	1	0
ENSG00000285714.1	0	3	4	0	0
ENSG00000285715.1	1	21	62	71	1
ENSG00000285716.1	0	0	0	0	0
ENSG00000285717.1	0	0	0	0	0
ENSG00000285718.2	0	0	1	0	0
ENSG00000285719.2	0	0	0	0	0
ENSG00000285720.1	0	0	0	0	0
ENSG00000285722.1	0	1	6	404	3
ENSG00000285723.1	0	0	0	0	0
ENSG00000285724.2	0	0	0	0	0
ENSG00000285725.1	10	21	37	18	17
ENSG00000285726.1	0	0	0	0	0
ENSG00000285727.1	3	0	0	0	0
ENSG00000285728.2	29	48	42	60	55
ENSG00000285729.1	0	0	0	0	1
ENSG00000285730.1	7	3	6	1	1
ENSG00000285731.1	0	0	0	0	1
ENSG00000285732.1	0	0	0	1	1
ENSG00000285733.1	0	1	0	0	0
ENSG00000285734.1	1	0	0	14	0
ENSG00000285735.2	0	0	0	0	0
ENSG00000285736.1	3	2	4	8	2
ENSG00000285737.1	0	1	2	16	3
ENSG00000285738.1	0	0	0	0	0
ENSG00000285739.1	0	0	0	0	0
ENSG00000285740.1	0	0	0	0	0
ENSG00000285741.1	0	0	0	0	0
ENSG00000285742.1	0	0	0	0	0
ENSG00000285743.1	0	0	0	0	0
ENSG00000285744.1	139	17	6	47	50
ENSG00000285745.1	0	1	2	0	1
ENSG00000285746.1	0	2	0	0	2
ENSG00000285747.1	1	1	2	5	2
ENSG00000285748.2	13	4	1	1	5
ENSG00000285749.2	0	1	1	0	0
ENSG00000285750.1	1	0	0	3	7
ENSG00000285751.1	1	1	4	0	1
ENSG00000285752.1	15	9	40	11	19
ENSG00000285753.1	0	0	0	0	0
ENSG00000285754.1	0	0	0	0	0
ENSG00000285755.2	0	0	0	3	2
ENSG00000285756.2	87	108	140	176	252
ENSG00000285758.2	6	2	58	16	2
ENSG00000285759.1	0	0	0	1	2
ENSG00000285760.1	0	0	0	0	0
ENSG00000285761.1	7	2	1	12	8
ENSG00000285762.1	0	3	0	1	0
ENSG00000285763.1	61	2	26	73	4
ENSG00000285764.1	0	0	0	0	0
ENSG00000285765.1	0	0	0	0	0
ENSG00000285766.1	1	0	0	0	2
ENSG00000285768.1	0	0	0	0	2
ENSG00000285769.2	0	1	0	1	4
ENSG00000285770.1	0	2	1	0	7
ENSG00000285771.1	2	4	3	0	0
ENSG00000285772.1	0	0	0	0	0
ENSG00000285773.1	0	0	0	1	0
ENSG00000285774.3	0	4	2	1	0
ENSG00000285775.1	0	0	0	0	0
ENSG00000285776.1	0	0	0	0	0
ENSG00000285777.1	2	0	0	7	0
ENSG00000285778.2	0	0	0	0	0
ENSG00000285779.1	0	0	0	0	0
ENSG00000285780.2	0	0	7	0	0
ENSG00000285781.1	0	0	1	2	1
ENSG00000285782.2	0	0	0	0	0
ENSG00000285783.1	0	0	0	1	0
ENSG00000285784.1	0	0	0	0	0
ENSG00000285785.1	0	0	0	0	0
ENSG00000285786.1	0	0	0	1	0
ENSG00000285788.1	0	2	0	0	1
ENSG00000285789.1	0	0	0	0	0
ENSG00000285790.1	0	2	1	1	0
ENSG00000285791.1	1	1	0	1	4
ENSG00000285792.1	2	1	0	0	0
ENSG00000285793.1	1	0	1	1	1
ENSG00000285794.1	0	0	0	0	0
ENSG00000285796.1	81	169	226	191	312
ENSG00000285797.1	1	0	0	0	0
ENSG00000285798.1	0	0	0	0	0
ENSG00000285799.1	85	19	42	40	45
ENSG00000285800.1	4	0	15	0	0
ENSG00000285801.1	1	0	2	1	0
ENSG00000285802.1	0	3	4	1	0
ENSG00000285803.1	8	3	9	6	6
ENSG00000285804.2	0	3	4	13	16
ENSG00000285805.1	2	3	3	26	1
ENSG00000285806.1	0	0	0	0	0
ENSG00000285807.1	1	0	2	0	1
ENSG00000285808.1	0	0	9	0	0
ENSG00000285809.1	0	0	0	0	0
ENSG00000285810.1	0	0	3	10	0
ENSG00000285811.1	0	0	0	0	0
ENSG00000285812.1	5	5	5	5	11
ENSG00000285813.1	32	28	34	56	52
ENSG00000285814.1	0	0	0	0	0
ENSG00000285815.1	0	0	0	0	0
ENSG00000285816.1	3	2	4	19	3
ENSG00000285817.1	0	0	0	0	0
ENSG00000285818.1	0	0	1	2	0
ENSG00000285819.1	0	0	0	5	0
ENSG00000285820.1	0	0	15	1	4
ENSG00000285821.1	1	0	1	1	0
ENSG00000285822.1	0	0	0	46	0
ENSG00000285823.1	0	0	0	0	0
ENSG00000285824.1	0	0	0	0	0
ENSG00000285825.2	4	12	1	14	12
ENSG00000285826.1	0	0	0	1	0
ENSG00000285827.1	0	0	0	0	0
ENSG00000285829.1	1	1	1	0	0
ENSG00000285830.1	5	4	2	7	5
ENSG00000285831.1	0	1	3	0	0
ENSG00000285833.1	0	0	0	0	0
ENSG00000285834.1	0	0	2	0	0
ENSG00000285835.1	0	1	0	2	0
ENSG00000285836.1	0	1	8	3	4
ENSG00000285837.1	0	0	0	0	0
ENSG00000285838.2	0	0	1	0	0
ENSG00000285839.1	0	0	0	0	0
ENSG00000285840.2	0	0	0	3	1
ENSG00000285841.1	0	0	0	0	0
ENSG00000285842.1	0	0	0	0	0
ENSG00000285843.1	0	0	0	0	0
ENSG00000285844.2	0	6	1	0	0
ENSG00000285845.1	0	0	0	0	0
ENSG00000285846.1	0	0	0	0	0
ENSG00000285847.2	18	451	33	21	11
ENSG00000285848.1	2	1	0	4	0
ENSG00000285849.1	2	1	7	3	4
ENSG00000285850.1	0	0	0	0	0
ENSG00000285851.1	4	7	14	7	22
ENSG00000285852.1	0	0	8	3	0
ENSG00000285853.1	0	0	0	0	0
ENSG00000285854.1	0	0	0	1	0
ENSG00000285855.1	0	0	14	0	0
ENSG00000285856.1	0	1	1	3	0
ENSG00000285857.1	3	1	3	3	0
ENSG00000285858.1	0	0	0	0	0
ENSG00000285859.1	0	1	1	2	1
ENSG00000285860.1	0	0	2	0	0
ENSG00000285861.1	0	0	0	0	0
ENSG00000285862.1	0	0	0	0	0
ENSG00000285863.1	15	12	12	9	26
ENSG00000285864.1	0	0	0	0	0
ENSG00000285865.1	16	3	5	19	5
ENSG00000285866.1	0	0	0	0	3
ENSG00000285867.1	28	66	55	104	56
ENSG00000285868.1	0	0	0	0	2
ENSG00000285869.1	0	0	0	7	5
ENSG00000285870.1	0	1	13	0	0
ENSG00000285871.1	0	3	1	5	2
ENSG00000285872.1	18	21	54	48	39
ENSG00000285873.1	8	16	30	5	5
ENSG00000285875.1	1	8	2	1	4
ENSG00000285876.1	0	0	1	0	40
ENSG00000285877.1	7	8	36	2	8
ENSG00000285878.1	0	0	1	0	0
ENSG00000285879.1	3	1	4	4	2
ENSG00000285880.1	0	0	0	0	0
ENSG00000285881.1	4	3	7	2	3
ENSG00000285882.1	0	0	0	0	0
ENSG00000285883.1	0	0	0	6	0
ENSG00000285884.1	6	20	49	19	2
ENSG00000285885.1	0	3	0	5	0
ENSG00000285886.1	0	2	8	3	8
ENSG00000285887.1	5	6	1	103	5
ENSG00000285888.1	2	0	0	5	2
ENSG00000285889.1	0	0	0	0	0
ENSG00000285890.1	0	0	0	0	0
ENSG00000285891.1	0	0	0	0	0
ENSG00000285892.1	0	0	0	0	0
ENSG00000285894.2	0	0	12	0	0
ENSG00000285895.1	1	0	1	1	0
ENSG00000285896.1	0	0	0	0	0
ENSG00000285897.1	5	4	0	3	7
ENSG00000285898.1	0	0	1	1	0
ENSG00000285899.1	1	0	0	0	0
ENSG00000285900.1	0	0	0	0	0
ENSG00000285901.2	0	0	0	0	0
ENSG00000285902.1	0	0	0	0	0
ENSG00000285904.1	3	9	16	4	9
ENSG00000285905.1	0	0	0	0	0
ENSG00000285906.2	127	153	142	133	145
ENSG00000285907.1	28	39	13	76	7
ENSG00000285908.1	0	0	3	1	0
ENSG00000285909.1	0	0	1	3	5
ENSG00000285910.1	2	0	0	0	0
ENSG00000285911.1	1	2	4	0	2
ENSG00000285912.1	0	0	0	0	0
ENSG00000285913.1	0	0	0	0	0
ENSG00000285914.1	0	0	0	0	0
ENSG00000285915.1	0	0	0	11	0
ENSG00000285917.1	0	1	0	0	0
ENSG00000285918.1	6	1	0	4	2
ENSG00000285919.1	0	0	0	2	0
ENSG00000285920.2	0	0	0	0	0
ENSG00000285921.1	0	1	0	0	0
ENSG00000285922.1	0	0	0	0	1
ENSG00000285923.1	2	1	0	3	1
ENSG00000285925.1	1	3	14	1	1
ENSG00000285926.1	0	0	0	0	0
ENSG00000285927.1	0	0	0	0	0
ENSG00000285928.1	8	24	7	89	11
ENSG00000285929.1	0	0	0	1	0
ENSG00000285930.1	0	0	0	0	8
ENSG00000285931.1	0	0	0	0	1
ENSG00000285932.1	0	0	0	0	0
ENSG00000285933.1	24	237	13	139	203
ENSG00000285934.1	0	1	1	0	0
ENSG00000285935.1	1	0	3	0	0
ENSG00000285936.1	0	0	0	1	0
ENSG00000285937.1	0	0	0	0	0
ENSG00000285938.1	41	1	24	43	3
ENSG00000285939.2	0	0	0	0	1
ENSG00000285940.2	0	0	0	3	0
ENSG00000285941.1	0	0	0	0	0
ENSG00000285942.1	0	0	0	0	0
ENSG00000285943.1	6	5	34	31	13
ENSG00000285944.2	0	0	0	0	0
ENSG00000285945.1	0	0	0	2	2
ENSG00000285946.1	0	0	0	0	0
ENSG00000285947.1	0	0	0	0	0
ENSG00000285948.1	0	1	0	0	0
ENSG00000285950.1	0	0	0	0	0
ENSG00000285952.1	0	0	0	1	1
ENSG00000285953.1	0	0	0	0	0
ENSG00000285954.1	5	2	0	2	2
ENSG00000285955.1	2	0	0	1	2
ENSG00000285957.1	68	0	0	2	6
ENSG00000285958.1	0	0	0	0	0
ENSG00000285959.1	0	0	0	0	0
ENSG00000285960.1	0	74	0	0	20
ENSG00000285961.1	0	0	0	0	0
ENSG00000285963.1	0	0	0	0	0
ENSG00000285964.1	0	0	0	0	0
ENSG00000285966.1	0	5	9	4	4
ENSG00000285967.1	205	295	702	317	350
ENSG00000285968.1	0	0	0	0	0
ENSG00000285969.1	0	0	0	4	0
ENSG00000285970.1	0	0	0	5	3
ENSG00000285971.1	0	0	1	0	0
ENSG00000285972.1	0	1	0	7	38
ENSG00000285973.2	14	3	21	19	1
ENSG00000285974.1	1	2	0	0	0
ENSG00000285975.1	0	0	0	0	0
ENSG00000285976.2	25	18	27	32	25
ENSG00000285977.1	0	0	0	0	0
ENSG00000285978.1	0	0	1	0	0
ENSG00000285979.1	77	38	183	48	56
ENSG00000285980.2	0	0	0	6	0
ENSG00000285981.1	0	0	0	0	0
ENSG00000285982.1	0	0	0	2	0
ENSG00000285984.1	0	1	0	4	0
ENSG00000285985.1	0	0	0	0	0
ENSG00000285986.1	0	0	1	1	0
ENSG00000285987.1	1	0	1	1	0
ENSG00000285988.1	0	0	0	0	0
ENSG00000285989.1	0	0	0	0	0
ENSG00000285990.1	0	0	0	0	0
ENSG00000285991.1	0	6	3	3	2
ENSG00000285992.1	0	0	13	0	0
ENSG00000285993.1	0	0	0	3	0
ENSG00000285994.1	4	1	3	2	5
ENSG00000285996.1	2	7	9	4	2
ENSG00000285997.1	0	0	0	0	0
ENSG00000285998.1	0	0	0	0	0
ENSG00000285999.1	3	3	5	12	4
ENSG00000286000.1	4	1	5	3	2
ENSG00000286001.1	5	7	23	8	14
ENSG00000286002.1	0	0	1	0	0
ENSG00000286003.1	0	0	0	1	0
ENSG00000286004.1	11	5	14	24	15
ENSG00000286005.1	0	0	0	0	0
ENSG00000286006.2	0	0	0	0	0
ENSG00000286007.1	0	0	0	0	0
ENSG00000286008.1	0	0	0	0	0
ENSG00000286009.2	2	3	0	0	1
ENSG00000286010.1	3	1	9	3	28
ENSG00000286011.1	18	19	23	9	5
ENSG00000286012.1	0	0	0	0	0
ENSG00000286013.1	1	46	26	4	2
ENSG00000286014.1	0	0	0	0	0
ENSG00000286015.1	0	53	12	0	0
ENSG00000286016.1	0	0	1	4	0
ENSG00000286017.1	1	3	12	6	5
ENSG00000286018.1	25	17	39	27	20
ENSG00000286019.1	0	0	0	0	0
ENSG00000286020.1	0	1	1	0	0
ENSG00000286021.2	0	0	16	0	0
ENSG00000286022.1	0	0	0	0	0
ENSG00000286023.1	0	0	0	2	0
ENSG00000286024.1	7	3	29	55	10
ENSG00000286025.1	2	2	3	5	9
ENSG00000286026.1	0	0	0	0	0
ENSG00000286027.1	0	0	3	1	0
ENSG00000286028.1	1	0	0	0	4
ENSG00000286030.2	0	0	0	0	0
ENSG00000286031.1	0	1	0	0	0
ENSG00000286032.1	0	0	0	0	0
ENSG00000286033.1	0	1	6	0	0
ENSG00000286034.1	0	0	0	0	0
ENSG00000286035.1	0	1	33	0	6
ENSG00000286036.1	0	0	2	1	4
ENSG00000286037.1	0	0	0	0	0
ENSG00000286038.1	0	0	0	0	0
ENSG00000286039.1	2	7	0	2	30
ENSG00000286040.1	0	0	0	0	0
ENSG00000286041.1	0	1	0	0	0
ENSG00000286042.1	2092	0	1031	7458	118
ENSG00000286043.1	1	3	0	1	0
ENSG00000286044.1	3	1	0	3	0
ENSG00000286045.1	1	0	3	2	0
ENSG00000286046.1	1	1	0	1	0
ENSG00000286047.1	0	0	0	2	0
ENSG00000286048.1	1	4	7	0	15
ENSG00000286049.1	1	0	0	0	0
ENSG00000286050.1	0	0	1	0	2
ENSG00000286051.1	0	0	85	38	0
ENSG00000286052.1	0	0	2	0	0
ENSG00000286053.2	0	0	0	0	0
ENSG00000286054.1	0	0	0	0	0
ENSG00000286055.1	0	0	0	0	0
ENSG00000286056.1	1	0	0	5	1
ENSG00000286057.1	0	0	0	0	0
ENSG00000286058.1	0	0	0	160	0
ENSG00000286059.1	0	0	0	0	11
ENSG00000286060.1	0	0	13	11	0
ENSG00000286061.1	3	6	21	7	6
ENSG00000286062.1	2	0	0	0	3
ENSG00000286063.1	0	0	0	0	2
ENSG00000286064.1	10	2	22	19	5
ENSG00000286065.2	1	0	0	0	0
ENSG00000286066.1	0	0	0	0	0
ENSG00000286067.1	48	15	77	51	55
ENSG00000286068.1	0	1	0	1	0
ENSG00000286069.2	7	1	4	0	0
ENSG00000286070.2	0	2	0	2	6
ENSG00000286071.1	12	2	12	6	2
ENSG00000286072.1	1	1	0	3	0
ENSG00000286073.1	46	1	31	3	34
ENSG00000286074.1	0	0	1	2	2
ENSG00000286075.2	0	0	0	0	0
ENSG00000286076.1	0	0	0	0	0
ENSG00000286077.1	0	0	0	0	0
ENSG00000286078.1	0	0	0	0	0
ENSG00000286079.1	0	0	0	0	0
ENSG00000286080.1	0	1	0	0	0
ENSG00000286081.1	0	1	16	1	1
ENSG00000286082.1	0	0	0	0	0
ENSG00000286083.1	0	0	0	0	0
ENSG00000286084.2	14	3	10	21	2
ENSG00000286085.1	0	0	2	0	0
ENSG00000286086.1	8	12	20	62	14
ENSG00000286087.1	0	5	0	0	4
ENSG00000286088.1	0	0	0	0	0
ENSG00000286089.1	4	2	41	2	8
ENSG00000286090.1	0	0	0	1	1
ENSG00000286091.1	0	0	0	0	0
ENSG00000286092.1	1	0	2	2	0
ENSG00000286093.1	1	0	3	1	1
ENSG00000286095.1	1	0	1	4	0
ENSG00000286096.1	0	0	1	1	0
ENSG00000286097.1	0	0	0	0	0
ENSG00000286098.1	0	0	0	0	0
ENSG00000286099.1	1	0	39	0	1
ENSG00000286100.1	0	1	0	2	2
ENSG00000286101.1	0	1	12	6	5
ENSG00000286102.1	0	0	0	0	0
ENSG00000286103.1	0	0	0	0	0
ENSG00000286104.1	0	0	1	2	1
ENSG00000286105.1	0	0	0	0	0
ENSG00000286106.1	2	2	0	1	0
ENSG00000286107.1	0	0	0	1	0
ENSG00000286108.1	0	0	1	0	0
ENSG00000286109.1	0	0	0	1	0
ENSG00000286110.1	0	0	0	0	0
ENSG00000286111.1	0	0	0	0	0
ENSG00000286112.1	0	1	2	2	2
ENSG00000286113.1	0	0	0	2	1
ENSG00000286114.1	0	0	0	0	0
ENSG00000286115.1	3	1	32	16	1
ENSG00000286116.1	5	8	3	6	11
ENSG00000286117.2	0	0	0	0	0
ENSG00000286118.1	4	1	4	4	0
ENSG00000286119.1	0	0	0	0	1
ENSG00000286120.1	0	0	0	0	0
ENSG00000286121.1	0	0	1	1	0
ENSG00000286122.1	3	3	4	7	1
ENSG00000286123.1	0	0	34	1	0
ENSG00000286124.1	1	0	0	0	0
ENSG00000286125.1	3	3	2	4	2
ENSG00000286126.1	0	0	0	0	0
ENSG00000286127.1	0	0	0	0	0
ENSG00000286128.1	0	0	0	0	0
ENSG00000286129.1	9	8	15	36	15
ENSG00000286130.1	0	0	0	0	0
ENSG00000286131.1	0	0	0	0	0
ENSG00000286132.1	7	7	5	10	4
ENSG00000286133.2	18	0	60	0	22
ENSG00000286134.2	0	0	0	0	15
ENSG00000286135.1	1	1	0	0	1
ENSG00000286136.2	2	2	4	25	5
ENSG00000286137.1	0	0	0	0	0
ENSG00000286138.1	3	5	11	11	5
ENSG00000286140.1	0	0	0	0	0
ENSG00000286141.1	0	0	0	0	0
ENSG00000286142.2	0	0	0	0	0
ENSG00000286143.1	0	0	0	0	0
ENSG00000286144.1	0	0	6	0	1
ENSG00000286145.2	2	1	2	1	0
ENSG00000286146.1	0	0	0	0	0
ENSG00000286147.1	0	0	8	0	1
ENSG00000286148.1	0	0	0	0	0
ENSG00000286149.1	0	0	0	0	0
ENSG00000286150.1	2	2	2	0	0
ENSG00000286151.1	0	0	0	0	0
ENSG00000286152.1	1	0	0	0	0
ENSG00000286153.1	7	3	2	205	11
ENSG00000286154.1	0	0	2	4	1
ENSG00000286155.1	0	0	0	0	0
ENSG00000286156.1	75	285	5	123	132
ENSG00000286157.1	0	0	0	1	0
ENSG00000286158.1	12	7	69	29	26
ENSG00000286159.1	3	0	0	1	0
ENSG00000286160.2	0	0	0	0	0
ENSG00000286161.1	0	0	0	0	0
ENSG00000286162.2	30	78	47	70	28
ENSG00000286163.1	0	0	0	2	0
ENSG00000286164.1	0	0	0	0	0
ENSG00000286165.1	0	0	0	0	0
ENSG00000286167.1	1	0	0	2	1
ENSG00000286168.2	1	1	5	4	9
ENSG00000286170.1	0	0	0	0	0
ENSG00000286171.1	0	0	0	0	0
ENSG00000286172.1	0	0	0	6	2
ENSG00000286173.1	0	0	0	0	0
ENSG00000286174.1	0	0	0	3	0
ENSG00000286175.1	0	0	0	0	0
ENSG00000286176.2	4	2	12	11	6
ENSG00000286177.1	22	26	15	31	24
ENSG00000286178.1	0	0	0	0	0
ENSG00000286179.1	2	0	0	0	2
ENSG00000286180.1	1	1	1	2	2
ENSG00000286181.1	2	2	5	12	0
ENSG00000286182.1	0	0	0	0	0
ENSG00000286183.1	0	0	0	0	0
ENSG00000286185.1	0	0	0	0	0
ENSG00000286186.1	15	10	2	7	6
ENSG00000286187.1	1	0	0	0	1
ENSG00000286188.1	0	0	0	0	0
ENSG00000286189.1	0	0	1	0	1
ENSG00000286190.2	25	41	63	27	78
ENSG00000286191.1	2	0	2	1	39
ENSG00000286192.1	0	0	0	0	0
ENSG00000286193.2	0	2	4	2	5
ENSG00000286194.1	15	14	9	19	9
ENSG00000286195.1	1	3	5	10	1
ENSG00000286196.1	11	2	0	4	6
ENSG00000286197.1	0	0	0	1	0
ENSG00000286198.1	0	0	0	0	0
ENSG00000286199.1	0	0	0	0	0
ENSG00000286201.1	0	1	1	0	0
ENSG00000286202.1	0	0	0	0	0
ENSG00000286203.1	2	0	0	0	0
ENSG00000286204.1	0	0	2	0	0
ENSG00000286205.1	0	2	1	10	6
ENSG00000286206.1	0	0	0	0	0
ENSG00000286207.1	31	6	32	79	23
ENSG00000286208.1	0	0	0	68	0
ENSG00000286209.1	0	2	2	0	0
ENSG00000286210.1	0	1	0	0	0
ENSG00000286211.1	0	0	0	0	0
ENSG00000286212.2	0	0	0	1	0
ENSG00000286213.1	0	0	0	0	0
ENSG00000286214.1	51	50	101	51	60
ENSG00000286215.1	2	9	1	11	5
ENSG00000286216.1	3	1	3	13	8
ENSG00000286217.2	0	0	0	0	0
ENSG00000286218.2	0	0	0	0	0
ENSG00000286219.1	13	25	13	10	11
ENSG00000286220.1	18	3	8	5	1
ENSG00000286221.1	0	0	0	0	0
ENSG00000286222.1	0	0	0	0	0
ENSG00000286223.1	19	13	38	54	32
ENSG00000286224.1	0	0	0	0	0
ENSG00000286225.1	2	0	1	2	0
ENSG00000286226.1	0	0	0	0	0
ENSG00000286227.1	0	0	0	0	0
ENSG00000286228.1	0	0	0	0	0
ENSG00000286229.1	0	1	0	0	0
ENSG00000286230.1	0	0	2	20	9
ENSG00000286231.1	0	0	0	0	0
ENSG00000286232.1	0	0	0	0	0
ENSG00000286233.1	0	0	0	0	0
ENSG00000286234.1	1	2	3	4	1
ENSG00000286235.1	0	0	0	0	0
ENSG00000286236.1	2	1	0	0	1
ENSG00000286237.1	0	0	1	0	0
ENSG00000286238.1	0	0	0	0	0
ENSG00000286239.1	0	0	0	0	0
ENSG00000286240.1	3	2	10	6	4
ENSG00000286241.1	0	0	0	2	0
ENSG00000286242.1	26	6	7	6	6
ENSG00000286243.1	0	0	0	0	0
ENSG00000286244.1	6	7	12	8	6
ENSG00000286245.1	0	0	0	0	1
ENSG00000286246.1	0	0	0	0	0
ENSG00000286247.1	0	0	0	0	0
ENSG00000286248.1	4	2	0	8	0
ENSG00000286249.1	0	1	0	0	3
ENSG00000286250.1	0	0	0	0	0
ENSG00000286251.2	0	0	0	0	0
ENSG00000286252.1	0	0	0	0	0
ENSG00000286253.1	0	0	0	0	0
ENSG00000286254.1	0	0	0	0	0
ENSG00000286255.1	0	0	0	0	0
ENSG00000286256.2	19	9	1	10	1
ENSG00000286257.2	2	0	12	2	1
ENSG00000286258.1	0	0	0	0	0
ENSG00000286259.1	3	2	6	0	0
ENSG00000286260.1	0	0	1	0	0
ENSG00000286262.1	1	1	31	0	0
ENSG00000286263.1	0	0	5	4	1
ENSG00000286264.2	5	3	20	4	7
ENSG00000286266.1	0	0	1	0	6
ENSG00000286267.1	0	0	0	0	0
ENSG00000286268.1	1	0	2	1	1
ENSG00000286269.1	0	1	0	1	1
ENSG00000286270.2	0	0	0	0	0
ENSG00000286271.2	4	18	9	4	56
ENSG00000286272.1	0	0	1	0	0
ENSG00000286273.1	0	0	0	0	6
ENSG00000286274.1	0	0	0	1	0
ENSG00000286275.1	0	1	6	0	0
ENSG00000286276.1	1	1	2	2	2
ENSG00000286277.1	1	2	25	3	1
ENSG00000286278.1	0	0	0	0	0
ENSG00000286279.1	0	0	0	0	0
ENSG00000286280.1	3	0	10	1	0
ENSG00000286281.1	3	1	3	3	2
ENSG00000286282.1	4	1	29	1	1
ENSG00000286283.1	0	0	0	0	0
ENSG00000286284.1	0	0	0	0	0
ENSG00000286285.1	4	2	15	8	2
ENSG00000286286.1	0	0	0	0	0
ENSG00000286288.1	5	10	0	9	9
ENSG00000286289.1	134	52	2	127	54
ENSG00000286290.1	0	0	0	49	0
ENSG00000286291.1	0	0	0	0	0
ENSG00000286292.1	6	7	12	9	15
ENSG00000286293.1	0	0	0	0	0
ENSG00000286294.1	1	0	0	1	0
ENSG00000286295.1	0	1	1	0	1
ENSG00000286296.1	0	0	0	0	0
ENSG00000286297.1	0	0	0	0	0
ENSG00000286299.1	10	11	39	5	2
ENSG00000286300.1	1	0	0	0	0
ENSG00000286301.1	0	2	0	0	0
ENSG00000286302.1	1	3	1	1	1
ENSG00000286303.1	5	1	2	0	2
ENSG00000286305.1	7	8	13	6	7
ENSG00000286306.1	0	0	0	0	0
ENSG00000286307.1	1	0	1	0	1
ENSG00000286308.1	0	0	0	0	0
ENSG00000286309.1	0	0	0	0	0
ENSG00000286310.1	2	0	1	0	1
ENSG00000286311.1	0	7	15	21	15
ENSG00000286312.1	0	0	1	0	0
ENSG00000286313.1	4	2	0	3	3
ENSG00000286314.1	1	1	5	0	2
ENSG00000286315.1	1	3	6	19	2
ENSG00000286316.1	0	0	0	0	0
ENSG00000286317.1	0	0	0	0	0
ENSG00000286318.1	0	0	0	0	0
ENSG00000286319.1	0	2	9	9	6
ENSG00000286320.1	12	18	12	4	5
ENSG00000286321.1	0	0	0	1	0
ENSG00000286322.1	1	0	15	0	7
ENSG00000286323.1	0	0	0	0	0
ENSG00000286324.1	0	0	0	18	0
ENSG00000286325.1	0	0	0	0	0
ENSG00000286326.1	3	1	0	9	2
ENSG00000286327.1	2	0	3	1	1
ENSG00000286328.1	0	0	2	0	0
ENSG00000286329.1	2	0	0	1	0
ENSG00000286330.1	3	7	0	2	20
